VISA_CLASS,BUSINESS_NAME,EMPLOYER _CITY,EMPLOYER _STATE,EMPLOYER _COUNTRY,EMPLOYER _PHONE,NAICS_CODE,JOB_TITLE,SUGGESTED _SOC_CODE,SUGGESTED_SOC_TITLE,SUPERVISOR_JOB_TITLE,SUPERVISE_OTHER_EMP,TRAVEL_REQUIRED,PRIMARY_EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUMBER_OF_MONTHS_TRAINING, ,EMP_EXPERIENCE_MONTHS,OCCUPATION_REQUIRED,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_COUNTY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,WORKSITE_COUNTS,PWD_SOC_CODE,PWD_SOC_TITLE,PWD_WAGE_RATE,PWD_UNIT_OF_PAY,PWD_WAGE_LEVEL,PWD_WAGE_SOURCE,PWD_WAGE_EXPIRATION_DATE,SURVEY_PUBLICATION_DATE
H-1B,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,312-996-3121,611310,RESEARCH ASSOCIATE  II,19-3022,Survey Researchers,PRINICIPAL INVESTIGATOR/PROFESSOR,N,N,Bachelor's,N/A,PubHlth/PopHtlh/HlthMngmt/related,N,,N,,Y,12,Related Research,Chicago,Cook,ILLINOIS,60607,N,1,19-1041,Epidemiologists,77709,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF WASHINGTON,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,206-543-3392,611310,Full Time Lecturer,25-1069,"Social Sciences Teachers, Postsecondary, All Other",Director of Integrated Social Sciences,N,Y,Doctorate (PhD),,Any major social science,N,,N,,N,,,Seattle,KING,WASHINGTON,98195,Y,2,25-1069,"Social Sciences Teachers, Postsecondary, All Other",61340,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,AVERA MCKENNAN,SIOUX FALLS,SOUTH DAKOTA,UNITED STATES OF AMERICA,605-322-7870,622110,Nephrologist,29-1069,"Physicians and Surgeons, All Other",,N,Y,"Other Degree (JD, MD, etc.)",Medical Degree,Medicine,N,,Y,60,N,,,Sioux Falls,MINNEHAHA,SOUTH DAKOTA,57105,Y,3,29-1069,"Physicians and Surgeons, All Other",54413,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,SHOSHONE BANNOCK TRIBAL GOVERNMENT,FORT HALL,IDAHO,UNITED STATES OF AMERICA,208-478-3850,921150,Research Biologist,19-1023,Zoologists and Wildlife Biologists,Fish & Wildlife Director,Y,Y,Master's,,"Ecology, Biology",N,,N,,Y,24,"ecologist, biologist or related field",Fort Hall,BINGHAM,IDAHO,83203,Y,3,19-1023,Zoologists and Wildlife Biologists,53706,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,SACRED HEART HEALTH SERVICES,YANKTON,SOUTH DAKOTA,UNITED STATES OF AMERICA,605-668-8390,622110,Medical Technologist,29-2011,Medical and Clinical Laboratory Technologists,N/A,N,N,Bachelor's,N/A,Medical Technology,N,,N,,N,,,O'Neill,HOLT,NEBRASKA,68763,N,1,29-2011,Medical and Clinical Laboratory Technologists,55203,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"OUR LADY OF THE LAKE HOSPITAL, INC.",BATON ROUGE,LOUISIANA,UNITED STATES OF AMERICA,255-765-5951,622110,Children's Miracle Network (Public Relations) Specialist,27-3031,Public Relations Specialists,,N,N,Bachelor's,,Public Relations Field,N,,N,,N,,,Baton Rouge,EAST BATON ROUGE,LOUISIANA,70808,N,1,27-3031,Public Relations Specialists,31242,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF ILLINOIS,URBANA,ILLINOIS,UNITED STATES OF AMERICA,217-333-1920,611310,Web Application Developer,15-1134,Web Developers,Web Application Development Manager,N,N,Bachelor's,,Computer Science,N,,N,,Y,36,"Application Developer, Web Developer etc",Urbana,CHAMPAIGN,ILLINOIS,61801,N,1,15-1034,"Software Developers, Applications, Non R&D",72966,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Probomedical,Fishers,INDIANA,UNITED STATES OF AMERICA,317-759-9210,423450,International Sales Representative,41-3099,"Sales Representatives, Services, All Other",Sales Manager,N,N,Bachelor's,,Economics,N,,N,,N,,,Fishers,HAMILTON,INDIANA,46037,N,1,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",101795,Year,Level III,OES (All Industries),30-Jun-18,
H-1B,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ",SANTA CRUZ,CALIFORNIA,UNITED STATES OF AMERICA,831-459-2858,611310,Assistant Professor,25-1022,"Mathematical Science Teachers, Postsecondary",Professor,N,N,Doctorate (PhD),,Mathematics,N,,N,,N,,,Santa Cruz,SANTA CRUZ,CALIFORNIA,95064,N,1,25-1022,"Mathematical Science Teachers, Postsecondary",56620,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,312-996-3121,611310,Research Specialist,19-1042,"Medical Scientists, Except Epidemiologists",Principal Investigator,N,Y,Bachelor's,N/A,CellBio/MolecularBio/Oncology/related,N,,N,,Y,36,Related research,Chicago,COOK,ILLINOIS,60607,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,PHYSICIANS MUTUAL INSURANCE COMPANY,OMAHA,NEBRASKA,UNITED STATES OF AMERICA,402-633-1150,52411,DATA ENGINEER,15-1132,"Software Developers, Applications",,N,N,Bachelor's,,COMPSCI/MIS/ENGINRG/OR REALTED FIELD,N,,N,,Y,36,ANY WITH DATA ENGINEERING,OMAHA,DOUGLAS,NEBRASKA,68131,N,1,,,,,,,,
H-1B,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,312-996-3121,611310,Postdoctoral Research Associate,19-1021,Biochemists and Biophysicists,Professor/Principal Investigator,N,Y,Doctorate (PhD),,Medicine/Pharmacy/Chemistry/related,N,,N,,N,,,Chicago,COOK,ILLINOIS,60607,N,1,19-1042,"Medical Scientists, Except Epidemiologists",42973,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Medical University of South Carolina & Affiliates,Charleston,SOUTH CAROLINA,UNITED STATES OF AMERICA,843-792-7083,611310,Research Specialist II,19-1021,Biochemists and Biophysicists,Professor/Chair,N,N,Bachelor's,,"Chemistry, biology or natural, life or",N,,N,,Y,12,Lab work in Neurosciences,Charleston,CHARLESTON,SOUTH CAROLINA,29425,N,1,11-9121,Natural Sciences Managers,58344,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"TWO SIGMA INVESTMENTS, LP",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,212-625-5700,523920,SOFTWARE ENGINEER,15-1133,"Software Developers, Systems Software",IT MANAGER,N,N,Bachelor's,,"CompSci, EntTech, InfoTech, or related",N,,N,,N,,,NEW YORK,NEW YORK,NEW YORK,10013,N,1,15-1133,"Software Developers, Systems Software",73403,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,CHAPEL HILL,NORTH CAROLINA,UNITED STATES OF AMERICA,919-962-5661,611310,Postdoctoral Research Associate,19-2011,Astronomers,Professor,N,Y,Doctorate (PhD),,"Physics, Astronomy, or Astrophysics",N,,N,,Y,36,observational astronomy,Chapel Hill,ORANGE,NORTH CAROLINA,27599,Y,2,19-2011,Astronomers,67621,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,ASSISTANT PROFESSOR,29-1069,"Physicians and Surgeons, All Other",,N,N,"Other Degree (JD, MD, etc.)",MD,MEDICINE,N,,Y,24,N,,,LIVINGSTON,POLK,TEXAS,77351,Y,2,29-1069,"Physicians and Surgeons, All Other",58011,Year,Level III,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,AVERA MCKENNAN,SIOUX FALLS,SOUTH DAKOTA,UNITED STATES OF AMERICA,605-322-7870,622110,Abdominal Transplant Surgeon,29-1069,"Physicians and Surgeons, All Other",,N,N,"Other Degree (JD, MD, etc.)",MD,Medicine,N,,Y,60,N,,,Sioux Falls,MINNEHAHA,SOUTH DAKOTA,57105,Y,3,29-1067,Surgeons,54413,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,AIR CHARTER INC.,SAN JUAN,PUERTO RICO,UNITED STATES OF AMERICA,787-724-1848,48111,Commercial Pilot,53-2012,Commercial Pilots,Chief Pilot,N,Y,None,,,N,,N,,N,,,San Juan,SAN JUAN,PUERTO RICO,907,Y,6,53-2012,Commercial Pilots,55880,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF CINCINNATI,CINCINNATI,OHIO,UNITED STATES OF AMERICA,513-556-6000,611310,Postdoctoral Fellow,19-1042,"Medical Scientists, Except Epidemiologists",Director of Crawley Vision Research Ctr & Ophth Research Lab,N,N,Doctorate (PhD),,Physiology or related field,N,,N,,N,,,Cincinnati,HAMILTON,OHIO,45267-0838,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,JACKSON,MISSISSIPPI,UNITED STATES OF AMERICA,601-984-1124,611310,Assistant Professor,25-1071,"Health Specialties Teachers, Postsecondary",,N,N,"Other Degree (JD, MD, etc.)",Medicine,Pediatrics,N,,Y,84,N,,,Jackson,HINDS,MISSISSIPPI,39216,Y,2,29-1069,"Physicians and Surgeons, All Other",241360,Year,Level IV,OES (ACWIA - Higher Education),30-Jun-18,10-May-17
H-1B,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PENNSYLVANIA,UNITED STATES OF AMERICA,215-898-1645,611310,Instructor A (Emergency Medicine) - Physician,29-1069,"Physicians and Surgeons, All Other","Interim Chair, Emergency Medicine",N,N,"Other Degree (JD, MD, etc.)",M.D.,Medicine,N,,Y,36,N,,,Philadelphia,PHILADELPHIA,PENNSYLVANIA,19104,N,1,29-1069,"Physicians and Surgeons, All Other",81167,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,614-292-6101,611310,Post-Doctoral Researcher,19-1021,Biochemists and Biophysicists,Assistant Professor,N,N,Doctorate (PhD),,Biotechnology,N,,N,,N,,,Columbus,FRANKLIN,OHIO,43210,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,614-292-6101,611310,Research Associate 2-B/H,19-1012,Food Scientists and Technologists,Professor,N,N,Master's,,"NOT ENOUGH SPACE- see page 2, E. a. 5.",N,,N,,Y,12,"NOT ENOUGH SPACE- see page 2, E. a. 5.",Columbus,FRANKLIN,OHIO,43210,N,1,19-2031,Chemists,61048,Year,Level III,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"Medical Science & Computing, LLC",Rockville,MARYLAND,UNITED STATES OF AMERICA,240-514-4140,5416,Geographic Information Systems (GIS) Specialist,15-1199,"Computer Occupations, All Other",Program Manager,N,N,Master's,,Geographic Info. Systems or rel.,N,,N,,N,,,Beltsville,PRINCE GEORGE'S,MARYLAND,20705,N,1,15-1199,"Computer Occupations, All Other",94182,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF ILLINOIS,URBANA,ILLINOIS,UNITED STATES OF AMERICA,217-333-1920,611310,RESEARCH ENGINEER,17-2071,Electrical Engineers,PROFESSOR,N,N,Bachelor's,,Mechanical Eng. & Electrical Eng.,N,,N,,N,,,URBANA,CHAMPAIGN,ILLINOIS,61801,N,1,17-2074,"Electrical Engineers, R&D",42786,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-253-2851,6113,Research Scientist,19-1042,"Medical Scientists, Except Epidemiologists","Professor, Assistant or Associate Professor",N,N,Doctorate (PhD),,Neuroscience or closely related field,N,,N,,Y,36,Postdoctoral research experience,Cambridge,MIDDLESEX (CAMBRIDGE),MASSACHUSETTS,2139,N,1,19-1042,"Medical Scientists, Except Epidemiologists",51210,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE OHIO STATE UNIVERSITY,COLUMBUS,OHIO,UNITED STATES OF AMERICA,614-292-6101,611310,Assistant Professor,19-1042,"Medical Scientists, Except Epidemiologists",Chief--Department of Pediatrics,N,N,Doctorate (PhD),,Medicine,N,,N,,Y,36,Postdoctoral training,Columbus,FRANKLIN,OHIO,43205,N,1,19-1042,"Medical Scientists, Except Epidemiologists",48069,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,WEST VIRGINIA UNIVERSITY,MORGANTOWN,WEST VIRGINIA,UNITED STATES OF AMERICA,304-293-3519,611310,Social Media Editor,27-3099,"Media and Communication Workers, All Other",Social Media Director,N,N,Bachelor's,,Communications or related,N,,N,,Y,36,social media content management,Morgantown,MONONGALIA,WEST VIRGINIA,26506,N,1,27-3031,Public Relations Specialists,40955,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,312-996-3121,611310,Assistant Professor,25-1126,"Philosophy and Religion Teachers, Postsecondary",Department Head,N,Y,Doctorate (PhD),N/A,Philosophy or related field,N,,N,,N,,,Chicago,COOK,ILLINOIS,60607,N,1,25-1126,"Philosophy and Religion Teachers, Postsecondary",50310,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-792-1112,611310,Assistant Professor,19-1042,"Medical Scientists, Except Epidemiologists",Chairman,N,N,"Other Degree (JD, MD, etc.)",MD,Medicine,N,,Y,60,N,,,Houston,HARRIS,TEXAS,77030,Y,2,29-1067,Surgeons,120300,Year,Level III,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,MICHIGAN STATE UNIVERSITY,EAST LANSING,MICHIGAN,UNITED STATES OF AMERICA,517-353-1720,611310,Assistant Professor,25-1122,"Communications Teachers, Postsecondary",Chairperson,N,N,Doctorate (PhD),,"Advertising, journalism or related",N,,N,,N,,,East Lansing,INGHAM,MICHIGAN,48824,N,1,25-1122,"Communications Teachers, Postsecondary",32230,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF CINCINNATI,CINCINNATI,OHIO,UNITED STATES OF AMERICA,513-556-6000,611310,POSTDOCTORAL FELLOW,19-1042,"Medical Scientists, Except Epidemiologists",Associate Professor,N,N,Doctorate (PhD),,Genetics or related field,N,,N,,N,,,Cincinnati,Hamilton,OHIO,45267,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Analog Devices Inc,Wilmington,MASSACHUSETTS,UNITED STATES OF AMERICA,781-937-2390,334413,Data Analyst,15-1199,"Computer Occupations, All Other","Lead, Analytics Center of Excellence [ADI-BP]",N,N,Bachelor's,,"Math, Stats, Marketing, Econ, or Eng",N,,N,,N,,,Norwood,NORFOLK (NORWOOD),MASSACHUSETTS,2062,N,1,15-1199,"Computer Occupations, All Other",56846,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,AVERA MARSHALL REGIONAL MEDICAL CENTER,MARSHALL,MINNESOTA,UNITED STATES OF AMERICA,605-322-7691,622110,Pediatrician,29-1065,"Pediatricians, General",N/A,N,N,"Other Degree (JD, MD, etc.)",Medical Degree (MD),Medicine,N,,Y,36,N,,,Marshall,LYON,MINNESOTA,56258,N,1,29-1065,"Pediatricians, General",78600,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"DFS INSPECTIONS, LLC",STEPHENVILLE,TEXAS,UNITED STATES OF AMERICA,254-592-5272,213112,Shop Coordinator,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Permian Basin Manager,N,N,None,,,N,,N,,N,,,midland,MIDLAND,TEXAS,79707,N,1,51-1011,First-Line Supervisors of Production and Operating Workers,48755,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"FAMILIA CARE, INC.",IRVING,TEXAS,UNITED STATES OF AMERICA,972-957-3000,541613,Industrial Engineer (Revenue Cycle Analyst),17-2112,Industrial Engineers,Revenue Cycle Manager,N,N,Bachelor's,N/A,Industrial Engineering,N,,N,,N,,,Irving,DALLAS,TEXAS,75039,Y,2,17-2112,Industrial Engineers,64563,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"FAMILIA CARE, INC.",IRVING,TEXAS,UNITED STATES OF AMERICA,972-957-3000,541613,Marketing Research Analyst-Specialist,13-1161,Market Research Analysts and Marketing Specialists,VP Business Development,N,N,Bachelor's,N/A,Marketing,N,,N,,N,,,Irving,DALLAS,TEXAS,75039,Y,2,13-1161,Market Research Analysts and Marketing Specialists,44554,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"CYRIL OVUWORIE, M.D., P.C.",LAS VEGAS,NEVADA,UNITED STATES OF AMERICA,702-383-9741,621111,Marketing Manager,11-2021,Marketing Managers,President,N,N,Bachelor's,N/A,Business-related field,N,,N,,N,,,Las Vegas,CLARK,NEVADA,89101,Y,2,11-2021,Marketing Managers,64792,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,MISSISSIPPI STATE UNIVERSITY,MISS. STATE,MISSISSIPPI,UNITED STATES OF AMERICA,662-325-9757,611310,Assistant Professor,25-1069,"Social Sciences Teachers, Postsecondary, All Other",,N,N,Master's,,Construction-related field,Y,Undergraduate degree in construction or a closely-related field.,N,,N,,,Mississippi State,OKTIBBEHA,MISSISSIPPI,39762,N,1,25-1031,"Architecture Teachers, Postsecondary",46250,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,CARBONDALE,ILLINOIS,UNITED STATES OF AMERICA,618-536-5535,611310,Associate Scientist,19-1013,Soil and Plant Scientists,Professor,N,N,Doctorate (PhD),,Molecular and Cell Biology,N,,N,,N,,,Carbondale,JACKSON,ILLINOIS,62901,N,1,19-1013,Soil and Plant Scientists,38563,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF NOTRE DAME DU LAC,NOTRE DAME,INDIANA,UNITED STATES OF AMERICA,574-631-6411,611310,Postdoctoral Research Associate,15-1111,Computer and Information Research Scientists,Associate Professor,N,N,Doctorate (PhD),,Computer Science,N,,N,,N,,,Notre Dame,St. Joseph,INDIANA,46556,N,1,15-1036,"Software Developers, Systems Software, Non R&D",61922,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,PEAK AI SOLUTIONS,Houston,TEXAS,UNITED STATES OF AMERICA,832-831-5362,54151,JUNIOR SOFTWARE DEVELOPER,15-1132,"Software Developers, Applications",President,N,N,Bachelor's,,computer science or electrical enginee,N,,N,,Y,12,computer science/electrical engineering,Houston,HARRIS,TEXAS,77042,N,1,15-1132,"Software Developers, Applications",72571,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF FLORIDA,GAINESVILLE,FLORIDA,UNITED STATES OF AMERICA,352-273-1516,611310,ASSISTANT PROFESSOR,25-9021,Farm and Home Management Advisors,DEPARTMENT CHAIR,Y,Y,Doctorate (PhD),,"Animal or Dairy Science, rltd",N,,N,,N,,,GAINESVILLE,ALACHUA,FLORIDA,32611,N,1,19-1011,Animal Scientists,63856,Year,Level IV,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE UNIVERSITY OF ALABAMA,TUSCALOOSA,ALABAMA,UNITED STATES OF AMERICA,205-348-5402,61131,Assistant Professor,25-1066,"Psychology Teachers, Postsecondary",Dean,N,N,Doctorate (PhD),,Psychology or related field,N,,N,,N,,,Tuscaloosa,TUSCALOOSA,ALABAMA,35487,N,1,25-1066,"Psychology Teachers, Postsecondary",57700,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Provide Commerce Inc.,San Diego,CALIFORNIA,UNITED STATES OF AMERICA,858-638-4865,454111,Sr. Logistics Analyst,13-1081,Logisticians,Manager,N,N,Bachelor's,,Industrial Engineering,N,,N,,N,,,San Diego,SAN DIEGO,CALIFORNIA,92121,N,1,13-1081,Logisticians,60216,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"SUNRAY ENTERPRISE, INC.",ATLANTA,GEORGIA,UNITED STATES OF AMERICA,678-584-1312,541511,Software Engineer,15-1132,"Software Developers, Applications",,N,N,Bachelor's,,**,N,,N,,N,,,Atlanta,COBB,GEORGIA,30339,N,1,15-1132,"Software Developers, Applications",60528,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,THE UNIVERSITY OF ALABAMA,TUSCALOOSA,ALABAMA,UNITED STATES OF AMERICA,205-348-5402,61131,Assessment Specialist,13-1111,Management Analysts,Director,N,N,Bachelor's,,Statistics or related field,N,,N,,Y,24,Assessment or analysis experience.,Tuscaloosa,TUSCALOOSA,ALABAMA,35487,N,1,13-1111,Management Analysts,45344,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE UNIVERSITY OF ALABAMA,TUSCALOOSA,ALABAMA,UNITED STATES OF AMERICA,205-348-5402,61131,Assistant Professor,25-1081,"Education Teachers, Postsecondary",Professor and Department Head,N,N,Doctorate (PhD),,Science Education or related field,N,,N,,N,,,Tuscaloosa,TUSCALOOSA,ALABAMA,35487,N,1,25-1081,"Education Teachers, Postsecondary",53290,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Energy Prospecting Technology USA Inc.,Sugar Land,TEXAS,UNITED STATES OF AMERICA,832-532-7564,541330,PETROLEUM ENGINEER,17-2171,Petroleum Engineers,Vice President,N,N,Bachelor's,,Petroleum Engineering,N,,N,,N,,,Sugar Land,FORT BEND,TEXAS,77479,N,1,17-2171,Petroleum Engineers,95077,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF CENTRAL FLORIDA,ORLANDO,FLORIDA,UNITED STATES OF AMERICA,407-823-1850,611310,Lecturer,25-1032,"Engineering Teachers, Postsecondary",Chair,N,N,Doctorate (PhD),,Mechanical Engineering or related,N,,N,,N,,,Orlando,ORANGE,FLORIDA,32816,N,1,25-1032,"Engineering Teachers, Postsecondary",68820,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"EPAM SYSTEMS, INC.",NEWTOWN,PENNSYLVANIA,UNITED STATES OF AMERICA,267-759-9000,541511,Senior Software Engineer,15-1131,Computer Programmers,,N,N,Bachelor's,,Computer Engineering*,N,,N,,Y,24,Software Engineer*,Newtown,BUCKS,PENNSYLVANIA,18940,Y,9,15-1132,"Software Developers, Applications",70221,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"EPAM SYSTEMS, INC.",NEWTOWN,PENNSYLVANIA,UNITED STATES OF AMERICA,267-759-9000,541511,Senior Software Engineer,15-1131,Computer Programmers,,N,N,Bachelor's,,Computer Engineering*,N,,N,,Y,24,Software Engineer*,Weehawken,HUDSON,NEW JERSEY,18940,Y,2,15-1132,"Software Developers, Applications",71510,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF WASHINGTON,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,206-543-3392,611310,Senior Fellow Trainee,19-1029,"Biological Scientists, All Other",Professor,N,Y,Doctorate (PhD),,"Genetics, Genomics, or related",N,,N,,N,,,Seattle,KING,WASHINGTON,98105,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,CARBONDALE,ILLINOIS,UNITED STATES OF AMERICA,618-536-5535,611310,Assistant Professor,25-1041,"Agricultural Sciences Teachers, Postsecondary",Chairperson,N,N,Doctorate (PhD),,Soil Management discipline,N,,N,,N,,,Carbondale,JACKSON,ILLINOIS,62959,N,1,25-1041,"Agricultural Sciences Teachers, Postsecondary",71100,Year,Level I,CBA,30-Jun-18,
H-1B,MICHIGAN STATE UNIVERSITY,EAST LANSING,MICHIGAN,UNITED STATES OF AMERICA,517-353-1720,611310,RESEARCH ASSOCIATE,19-1022,Microbiologists,ASSOCIATE PROFESSOR,N,N,Doctorate (PhD),,Biochemistry/Molecular Biol or related,N,,N,,N,,,East Lansing,INGHAM,MICHIGAN,48824,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"SUNRAY ENTERPRISE, INC.",ATLANTA,GEORGIA,UNITED STATES OF AMERICA,678-584-1312,541511,Programmer Analyst,15-1121,Computer Systems Analysts,,N,N,Bachelor's,,**,N,,N,,N,,,Atlanta,COBB,GEORGIA,30339,N,1,15-1132,"Software Developers, Applications",60528,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,THE UNIVERSITY OF ALABAMA,TUSCALOOSA,ALABAMA,UNITED STATES OF AMERICA,205-348-5402,61131,Assistant Professor,25-1081,"Education Teachers, Postsecondary",Department Head,N,N,Doctorate (PhD),,Educational Linguistics/related field,N,,N,,N,,,Tuscaloosa,TUSCALOOSA,ALABAMA,35487,N,1,25-1081,"Education Teachers, Postsecondary",53290,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"SUNRAY ENTERPRISE, INC.",ATLANTA,GEORGIA,UNITED STATES OF AMERICA,678-584-1312,541511,Programmer Analyst,15-1121,Computer Systems Analysts,,N,N,Bachelor's,,**,N,,N,,N,,,Atlanta,COBB,GEORGIA,30339,N,1,15-1132,"Software Developers, Applications",60528,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"EPAM SYSTEMS, INC.",NEWTOWN,PENNSYLVANIA,UNITED STATES OF AMERICA,267-759-9000,541511,Senior Software Engineer,15-1131,Computer Programmers,,N,N,Bachelor's,,Computer Engineering*,N,,N,,Y,24,Software Engineer*,Newtown,BUCKS,PENNSYLVANIA,18940,Y,9,15-1132,"Software Developers, Applications",70221,Year,Level I,OES (All Industries),30-Jun-18,
